station_code,location,,,state,,,temperature_(0_c),,dissolved_oxygen_(mg/_l),,ph,,conductivity_(µmho/_cm),,,bio-chemical,,,nitrate_(mg/_l),,faecal_coliform_(mpn/_100_ml),,,,total_coliform_(mpn/_100_ml),
2766,,TUNGABHADRA,,KARNATAKA,7.0,,,29.0,,,6.8,,,7.7,,,7.3,,,8.3,,,102,,,450
,,"AT NEW BRIDGE,",,,,,,,,,,,,,,,,,,,,,,,,
,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,
1174,,TUNGHABHADRA,,"ANDHRA
PRADESH",22.0,,,29.0,,,5.4,,,7.0,,,6.2,,,8.2,,,238,,,2012
,,"AT KURNOOL U/S,",,,,,,,,,,,,,,,,,,,,,,,,
,,"BAVAPURAM,",,,,,,,,,,,,,,,,,,,,,,,,
,,A.P.,,,,,,,,,,,,,,,,,,,,,,,,
1785,,MANTHRALAYAM,,"ANDHRA
PRADESH",22.0,,,30.0,,,5.5,,,7.4,,,7.5,,,8.2,,,302,,,1863
,,", KURNOOL DIST.,",,,,,,,,,,,,,,,,,,,,,,,,
,,A.P,,,,,,,,,,,,,,,,,,,,,,,,
1168,,TUNGHA AT D/S,,KARNATAKA,21.0,,,25.0,,,6.6,,,7.6,,,6.9,,,8.1,,,130,,,510
,,OF SHIMOGA,,,,,,,,,,,,,,,,,,,,,,,,
,,"TOWN,",,,,,,,,,,,,,,,,,,,,,,,,
,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,
2771,,BHADRA AT U/S,,KARNATAKA,19.0,,,29.0,,,5.7,,,6.5,,,6.8,,,7.6,,,59,,,120
,,"OF KIOCL,",,,,,,,,,,,,,,,,,,,,,,,,
,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,
1896,,CONFLUENCE,,KARNATAKA,22.0,,,24.0,,,7.2,,,7.8,,,7.3,,,7.9,,,96,,,260
,,POINT OF TUNGA,,,,,,,,,,,,,,,,,,,,,,,,
,,AND BHADRA AT,,,,,,,,,,,,,,,,,,,,,,,,
,,KUDLI,,,,,,,,,,,,,,,,,,,,,,,,
1091,,BHADRA AT,,KARNATAKA,20.0,,,28.0,,,5.6,,,6.4,,,6.9,,,7.7,,,62,,,134
,,MALLESWARAM,,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,
,,D/S OF KIOCL,,,,,,,,,,,,,,,,,,,,,,,,
,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,
1387,,BHADRA AT D/S,,KARNATAKA,21.0,,,26.0,,,6.8,,,7.2,,,7.4,,,8.2,,,150,,,320
,,OF,,,,,,,,,,,,,,,,,,,,,,,,
,,"BHADRAVATHI,",,,,,,,,,,,,,,,,,,,,,,,,
,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,
1169,,BHADRA AT D/S,,KARNATAKA,22.0,,,24.0,,,6.8,,,7.0,,,7.2,,,8.0,,,126,,,280
,,OF KIOCL ROAD,,,,,,,,,,,,,,,,,,,,,,,,
,,"BRIDGE, NEAR",,,,,,,,,,,,,,,,,,,,,,,,
,,HOLEHUNNU,,,,,,,,,,,,,,,,,,,,,,,,
2765,,BHADRA AT U/S,,KARNATAKA,22.0,,,26.0,,,6.8,,,8.0,,,7.0,,,8.1,,,120,,,270
,,"OF MPM,",,,,,,,,,,,,,,,,,,,,,,,,
,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,
2771,,BHADRA AT U/S,,KARNATAKA,19.0,,,29.0,,,5.7,,,6.5,,,6.8,,,7.6,,,59,,,120
,,"OF KIOCL,",,,,,,,,,,,,,,,,,,,,,,,,
,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,
1173,,MUSI D/S AT,,TELANGANA,25.0,,,28.0,,,0.0,,,1.2,,,6.9,,,7.8,,,1188,,,1580
,,"HYDERABAD, A.P.",,,,,,,,,,,,,,,,,,,,,,,,
2339,,RIVER MUSI AT,,TELANGANA,26.0,,,34.0,,,0.0,,,0.1,,,7.1,,,7.7,,,1008,,,2164
,,"NAGOLE,",,,,,,,,,,,,,,,,,,,,,,,,
,,"RANGAREDDY,",,,,,,,,,,,,,,,,,,,,,,,,
,,A.P,,,,,,,,,,,,,,,,,,,,,,,,
3082,,RIVER MUSI,,TELANGANA,18.0,,,30.0,,,6.0,,,6.9,,,7.8,,,8.8,,,1329,,,1930
,,RESERVOIR AT,,,,,,,,,,,,,,,,,,,,,,,,
,,"KASANIGUDA,",,,,,,,,,,,,,,,,,,,,,,,,
,,"NALGONDA, A.P.",,,,,,,,,,,,,,,,,,,,,,,,
1178,,PALLERU BEFORE,,"ANDHRA
PRADESH",22.0,,,29.0,,,6.4,,,7.5,,,7.2,,,8.5,,,586,,,1433
,,CONFL. WITH,,,,,,,,,,,,,,,,,,,,,,,,
,,"KRISHNA,",,,,,,,,,,,,,,,,,,,,,,,,
,,"JAGGAYYAPET,",,,,,,,,,,,,,,,,,,,,,,,,
,,A.P.,,,,,,,,,,,,,,,,,,,,,,,,
1177,,MUNERU BEFORE,,"ANDHRA
PRADESH",27.0,,,31.0,,,6.5,,,7.0,,,7.2,,,8.5,,,504,,,881
,,CONFL. WITH,,,,,,,,,,,,,,,,,,,,,,,,
,,"KRISHNA,",,,,,,,,,,,,,,,,,,,,,,,,
,,"NANDIGAMA,",,,,,,,,,,,,,,,,,,,,,,,,
,,A.P.,,,,,,,,,,,,,,,,,,,,,,,,
2777,,KAGINA AT,,KARNATAKA,27.0,,,29.0,,,6.8,,,7.7,,,7.6,,,8.5,,,530,,,625
,,SHAHABAD,,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,,"Dissolved
Oxygen
(mg/ L)",,pH,,"Conductivity
(µmho/ Cm)",,,Bio-Chemical,,,"Nitrate
(mg/ L)",,"Faecal Coliform
(MPN/ 100 mL)",,,,"Total Coliform
(MPN/ 100 mL)",,
,,,,,,,,,,,,,,,Oxygen Demand,,,,,,,,,,,
,,,,,,,,,,,,,,,(mg/ L),,,,,,,,,,,
,,,,,,,> 5.0 mg/ L,,,6.5 - 8.5,,,,< 3.0 mg/ L,,,,,,,< 2500 MPN/ 100,,,,,
,,,,,,,,,,,,,,,,,,,,,mL,,,,,
,,,,,Min,Max,Min,,Max,Min,Max,Min,Max,Min,,Max,,Min,Max,Min,,Max,,Min,Max,
2682,,NIRA RIVER AT U/S OF JUBILANT,,MAHARASHTRA,23.0,30.0,2.6,,6.0,7.3,8.7,218,636,3.2,,7.5,,0.30,2.50,45,,225,,550,1600,
,,"ORGANOSIS, VILLAGE- NIRA",,,,,,,,,,,,,,,,,,,,,,,,
,,"(DATTAGHAT),TALUKA- BARAMATI,",,,,,,,,,,,,,,,,,,,,,,,,
,,DISTRICT- PUNE.,,,,,,,,,,,,,,,,,,,,,,,,
1463,,"NIRA RIVER AT SAROLA BRIDGE,",,MAHARASHTRA,23.0,32.0,2.8,,6.0,7.1,8.5,89,60010,2.8,,14.0,,0.30,2.10,33,,900,,425,900,
,,"VILLAGE- SAROLA, TALUKA-BHOR,",,,,,,,,,,,,,,,,,,,,,,,,
2681,,"NIRA RIVER AT SANGAVI, VILLAGE-",,MAHARASHTRA,24.0,34.0,3.8,,6.1,8.0,8.5,361,2830,3.0,,6.8,,0.30,3.20,5,,130,,550,1600,
,,"SANGAVI, TALUKA- PHALTAN,",,,,,,,,,,,,,,,,,,,,,,,,
,,DISTRICT- SATARA.,,,,,,,,,,,,,,,,,,,,,,,,
2683,,"NIRA RIVER AT SHINDEWADI,",,MAHARASHTRA,23.0,33.0,4.2,,6.3,7.4,8.4,81,688,3.2,,7.0,,0.30,2.80,13,,170,,425,900,
,,"VILLAGE- SHIRVAL, TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"KHANDALA,",,,,,,,,,,,,,,,,,,,,,,,,
2186,,"VENNA RIVER AT VARYE, VILLAGE -",,MAHARASHTRA,22.0,26.0,4.9,,6.9,7.9,8.4,244,475,2.0,,6.0,,0.30,3.00,7,,170,,30,350,
,,"VARYE,TALUKA- SATARA,",,,,,,,,,,,,,,,,,,,,,,,,
2716,,VENNA RIVER AT,,MAHARASHTRA,19.0,26.0,4.1,,6.8,7.4,8.4,37,119,2.0,,8.5,,0.30,2.90,14,,110,,225,550,
,,"MAHABALESHWAR, VILLAGE-",,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,,,,,,Dissolved,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",,,
,,,,,,,,,,,,Oxygen,,,,,,,,,,,,,,
,,,,,,,,,,,,(mg/ L),,,,,,,,,,,,,,
,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,
,,"MAHABALESHWAR, TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"MAHABALESHWAR,",,,,,,,,,,,,,,,,,,,,,,,,
2717,,"VENNA RIVER AT MAHULI,",,MAHARASHTRA,21.0,,,25.0,,,4.4,,,6.0,,,7.2,,,8.4,,,307,,,593
,,"VILLAGE- MAHULI, TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"MAHULI,",,,,,,,,,,,,,,,,,,,,,,,,
2189,,"KOYNA RIVER AT KARAD, VILLAGE-",,MAHARASHTRA,23.0,,,29.0,,,4.1,,,6.5,,,7.6,,,8.4,,,67,,,368
,,"KARAD,TALUKA- KARAD, DISTRICT-",,,,,,,,,,,,,,,,,,,,,,,,
,,SATARA.,,,,,,,,,,,,,,,,,,,,,,,,
2194,,MULA RIVER AT HARRISON BRIDGE,,MAHARASHTRA,23.0,,,29.0,,,1.4,,,4.8,,,7.0,,,8.4,,,396,,,773
,,"NEAR MULA-PAWANA SANGAM,",,,,,,,,,,,,,,,,,,,,,,,,
,,"VILLAGE- BOPODI,TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"HAWELI, .",,,,,,,,,,,,,,,,,,,,,,,,
2193,,"MULA RIVER AT AUNDH BRIDGE,",,MAHARASHTRA,25.0,,,29.0,,,1.7,,,5.6,,,6.9,,,8.6,,,345,,,986
,,"VILLAGE- AUNDHGAON,TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"HAWELI,",,,,,,,,,,,,,,,,,,,,,,,,
2192,,MULA - MUTHA RIVER AT,,MAHARASHTRA,23.0,,,29.0,,,1.0,,,5.2,,,7.2,,,8.5,,,410,,,664
,,"MUNDHAWA BRIDGE,VILLAGE-",,,,,,,,,,,,,,,,,,,,,,,,
,,"MUNDHAWA,TALUKA- HAWELI,",,,,,,,,,,,,,,,,,,,,,,,,
2677,,MULA-MUTHA RIVER AT D/S OF,,MAHARASHTRA,21.0,,,29.0,,,3.2,,,5.8,,,7.2,,,8.6,,,162,,,893
,,"THEUR, VILLAGE- THEUR, TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"HAWELI,",,,,,,,,,,,,,,,,,,,,,,,,
2191,,MUTHA RIVER AT SANGAM BRIDGE,,MAHARASHTRA,23.0,,,30.0,,,1.7,,,5.0,,,7.0,,,8.4,,,220,,,573
,,"NEAR GANAPATHYGHAT, VILLAGE -",,,,,,,,,,,,,,,,,,,,,,,,
,,"SHIVAJI NAGAR, TALUKA- PUNE,",,,,,,,,,,,,,,,,,,,,,,,,
,,DISTRICT- PUNE.,,,,,,,,,,,,,,,,,,,,,,,,
2678,,MUTHA RIVER NEAR VEER,,MAHARASHTRA,22.0,,,30.0,,,1.4,,,4.4,,,7.0,,,8.4,,,332,,,574
,,"SAVARKAR BHAVAN, VILLAGE-",,,,,,,,,,,,,,,,,,,,,,,,
,,"PUNE M.C, TALUKA- PUNE,",,,,,,,,,,,,,,,,,,,,,,,,
,,DISTRICT -PUNE.,,,,,,,,,,,,,,,,,,,,,,,,
2679,,"MUTHA RIVER AT DECCAN BRIDGE,",,MAHARASHTRA,23.0,,,30.0,,,1.8,,,4.2,,,7.0,,,8.3,,,341,,,563
,,"VILLAGE- DECCAN,TALUKA- PUNE,",,,,,,,,,,,,,,,,,,,,,,,,
,,DISTRICT- PUNE.,,,,,,,,,,,,,,,,,,,,,,,,
2680,,MUTHA RIVER AT KHADAKVASLA,,MAHARASHTRA,22.0,,,28.0,,,6.1,,,6.8,,,7.2,,,8.5,,,58,,,148
,,"DAM, VILLAGE-",,,,,,,,,,,,,,,,,,,,,,,,
,,"KHADAKVASLA,TALUKA- HAWELI,",,,,,,,,,,,,,,,,,,,,,,,,
,,DISTRICT- PUNE.,,,,,,,,,,,,,,,,,,,,,,,,
2196,,"PAWANA RIVER AT SANGAVIGAON,",,MAHARASHTRA,23.0,,,30.0,,,2.2,,,4.9,,,7.1,,,8.4,,,222,,,697
,,"VILLAGE- SANGAVIGAON, TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"HAWELI, DISTRICT- PUNE.",,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,,,,,,Dissolved,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",,,
,,,,,,,,,,,,Oxygen,,,,,,,,,,,,,,
,,,,,,,,,,,,(mg/ L),,,,,,,,,,,,,,
,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,
2690,,"PAWANA RIVER AT KASARWADI,",,MAHARASHTRA,23.0,,,30.0,,,1.6,,,5.6,,,7.0,,,8.7,,,226,,,658
,,"VILLAGE- KASARWADI, TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"HAWELI, DISTRICT- PUNE.",,,,,,,,,,,,,,,,,,,,,,,,
2691,,PAWANA RIVER AT DAPODI,,MAHARASHTRA,23.0,,,29.0,,,0.9,,,4.8,,,7.2,,,8.5,,,223,,,703
,,"BRIDGE, AT PAWANA- MULLA",,,,,,,,,,,,,,,,,,,,,,,,
,,"SANGAM, VILLAGE- DAPODI,",,,,,,,,,,,,,,,,,,,,,,,,
,,"TALUKA- HAWELI, DISTRICT- PUNE.",,,,,,,,,,,,,,,,,,,,,,,,
2692,,"PAWANA RIVER AT RAVET WEIR,",,MAHARASHTRA,24.0,,,36.0,,,5.8,,,6.9,,,7.4,,,8.3,,,113,,,361
,,"VILLAGE- RAVET, TALUKA- HAWELI,",,,,,,,,,,,,,,,,,,,,,,,,
,,DISTRICT- PUNE.,,,,,,,,,,,,,,,,,,,,,,,,
2693,,PAWANA RIVER AT,,MAHARASHTRA,22.0,,,32.0,,,1.6,,,5.4,,,7.1,,,8.5,,,118,,,622
,,"CHINCHWADGAON, VILLAGE-",,,,,,,,,,,,,,,,,,,,,,,,
,,"CHINCHWADGAON,TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"HAWELI,DISTRICT- PUNE.",,,,,,,,,,,,,,,,,,,,,,,,
2694,,"PAWANA RIVER AT PIMPRIGAON,",,MAHARASHTRA,22.0,,,30.0,,,1.9,,,4.8,,,7.0,,,8.6,,,171,,,655
,,"VILLAGE- PIMPRIGAON, TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"HAWELI, DISTRICT- PUNE.",,,,,,,,,,,,,,,,,,,,,,,,
2197,,INDRAYANI RIVER AT D/S OF,,MAHARASHTRA,22.0,,,29.0,,,1.9,,,5.7,,,7.1,,,8.9,,,236,,,697
,,"ALANDIGAON, VILLAGE-",,,,,,,,,,,,,,,,,,,,,,,,
,,"ALANDIGAON, TALUKA- HAWELI,",,,,,,,,,,,,,,,,,,,,,,,,
,,DISTRICT- PUNE.,,,,,,,,,,,,,,,,,,,,,,,,
2668,,INDRAYANI RIVER AT D/S OF,,MAHARASHTRA,22.0,,,29.0,,,1.6,,,5.6,,,7.1,,,8.8,,,237,,,733
,,"MOSHI VILLAGE. VILLAGE- MOSHI,",,,,,,,,,,,,,,,,,,,,,,,,
,,"TALUKA- HAWELI, DISTRICT- PUNE.",,,,,,,,,,,,,,,,,,,,,,,,
2669,,INDRAYANI RIVER AT U/S OF,,MAHARASHTRA,22.0,,,29.0,,,3.8,,,5.9,,,7.1,,,8.4,,,242,,,684
,,"MOSHIGAON,VILLAGE- MOSHI,",,,,,,,,,,,,,,,,,,,,,,,,
,,"TALUKA- HAWELI, .",,,,,,,,,,,,,,,,,,,,,,,,
1911,,CHANDRABHAGA RIVER AT U/S OF,,MAHARASHTRA,24.0,,,30.0,,,3.5,,,6.1,,,7.2,,,8.7,,,618,,,17490
,,"PANDHARPUR TOWN, VILLAGE-",,,,,,,,,,,,,,,,,,,,,,,,
,,"GURSALE,TALUKA- PANDHARPUR,",,,,,,,,,,,,,,,,,,,,,,,,
1912,,CHANDRABHAGA RIVER AT D/S OF,,MAHARASHTRA,24.0,,,30.0,,,1.6,,,5.5,,,7.3,,,8.9,,,617,,,22950
,,PANDHARPUR TOWN REAR,,,,,,,,,,,,,,,,,,,,,,,,
,,"VISHNUPANT MANDIR, VILLAGE-",,,,,,,,,,,,,,,,,,,,,,,,
,,"GOPALPUR,TALUKA-",,,,,,,,,,,,,,,,,,,,,,,,
,,"PANDHARPUR,DISTRICT- SOLAPUR.",,,,,,,,,,,,,,,,,,,,,,,,
2665,,"GHOD RIVER AT SHIRUR, VILLAGE-",,MAHARASHTRA,25.0,,,29.0,,,3.4,,,6.1,,,7.4,,,8.8,,,360,,,1299
,,"SHIRUR,TALUKA- SHIRUR,DISTRICT-",,,,,,,,,,,,,,,,,,,,,,,,
,,PUNE.,,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,"Conductivity
(µmho/ Cm)",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,Max,,,Min,,,Max
1256,,PENNAR AFTER,,"ANDHRA
PRADESH",24.0,,,29.0,,,4.7,,,6.9,,,6.9,,,8.0,,374,,,2680,
,,CONF. WITH,,,,,,,,,,,,,,,,,,,,,,,,
,,"PAPAGNI,",,,,,,,,,,,,,,,,,,,,,,,,
,,"PUSPAGINI, A.P.",,,,,,,,,,,,,,,,,,,,,,,,
1257,,PENNAR AFTER,,"ANDHRA
PRADESH",27.0,,,27.0,,,6.8,,,7.5,,,6.6,,,8.6,,655,,,1060,
,,CONF. WITH,,,,,,,,,,,,,,,,,,,,,,,,
,,"CHEYYURU,",,,,,,,,,,,,,,,,,,,,,,,,
,,"SOMASILE, A.P.",,,,,,,,,,,,,,,,,,,,,,,,
30,,PENNAR AT,,"ANDHRA
PRADESH",24.0,,,30.0,,,4.8,,,6.9,,,6.7,,,8.2,,392,,,2320,
,,"SIDDVATA,",,,,,,,,,,,,,,,,,,,,,,,,
,,"NELLORE, A.P.",,,,,,,,,,,,,,,,,,,,,,,,
2351,,"RIVER KUNDU,",,"ANDHRA
PRADESH",7.0,,,29.0,,,4.8,,,7.1,,,7.2,,,8.2,,322,,,1535,
,,"NANDYAL, NEAR",,,,,,,,,,,,,,,,,,,,,,,,
,,"OVER BDG.,",,,,,,,,,,,,,,,,,,,,,,,,
,,"KURNOOL, A.P",,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",,,LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,"Dissolved
Oxygen
(mg/ L)",,,,,,pH,,,,,
,,,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,
,,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,
1195,,,,CAUVERY AT,,KARNATAKA,,,18.0,,,28.0,,,6.8,,,7.3,,,6.7,,,8.4,,
,,,,KUSHAL NAGAR U/S,,,,,,,,,,,,,,,,,,,,,,
,,,,(NEAR,,,,,,,,,,,,,,,,,,,,,,
,,,,"BAICHANAHALLI),",,,,,,,,,,,,,,,,,,,,,,
33,,,,CAUVERY AT KRS,,KARNATAKA,,,24.0,,,27.0,,,6.4,,,7.3,,,7.0,,,8.5,,
,,,,"DAM,",,,,,,,,,,,,,,,,,,,,,,
,,,,"BALAMURIKSHETRA,",,,,,,,,,,,,,,,,,,,,,,
,,,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,
1386,,,,CAUVERY AT D/S OF,,KARNATAKA,,,24.0,,,27.0,,,6.4,,,10.2,,,7.4,,,8.5,,
,,,,KAREKUARA,,,,,,,,,,,,,,,,,,,,,,
,,,,"VILLAGE,",,,,,,,,,,,,,,,,,,,,,,
,,,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,
1171,,,,CAUVERY AT SRI,,KARNATAKA,,,24.0,,,26.0,,,4.9,,,7.2,,,7.2,,,8.3,,
,,,,"RANGAPATTANNA,",,,,,,,,,,,,,,,,,,,,,,
,,,,"D/S OF ROAD BDG.,",,,,,,,,,,,,,,,,,,,,,,
,,,,KA,,,,,,,,,,,,,,,,,,,,,,
34,,,,CAUVERY AT,,KARNATAKA,,,24.0,,,31.0,,,5.5,,,7.2,,,7.1,,,8.4,,
,,,,SATHYAGALAM,,,,,,,,,,,,,,,,,,,,,,
,,,,"BRIDGE,",,,,,,,,,,,,,,,,,,,,,,
,,,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,
2773,,,,CAUVERY AT,,KARNATAKA,,,24.0,,,31.0,,,4.5,,,7.0,,,7.3,,,8.4,,
,,,,"BANNUR BRIDGE,",,,,,,,,,,,,,,,,,,,,,,
,,,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,
,3566,,,KRS DAM MANDYA,,,KARNATAKA,,,23.0,,,26.0,,,6.1,,,7.3,,,7.0,,,8.5,
3568,,,,WATER SUPPLY,,KARNATAKA,,,24.0,,,26.0,,,5.6,,,7.3,,,7.3,,,8.3,,
,,,,INTAKE POINT TO,,,,,,,,,,,,,,,,,,,,,,
,,,,SRIRANGAPATNA,,,,,,,,,,,,,,,,,,,,,,
,,,,TOWN,,,,,,,,,,,,,,,,,,,,,,
3569,,,,WATER SUPPLY,,KARNATAKA,,,24.0,,,26.0,,,5.8,,,7.3,,,7.2,,,8.4,,
,,,,INTAKE POINT TO,,,,,,,,,,,,,,,,,,,,,,
,,,,MANDYA TOWN,,,,,,,,,,,,,,,,,,,,,,
3570,,,,D/S OF KR NAGAR,,KARNATAKA,,,23.0,,,28.0,,,4.8,,,7.0,,,7.0,,,8.0,,
,,,,BRIDGE,,,,,,,,,,,,,,,,,,,,,,
,3571,,,U/S OF KR NAGAR,,,KARNATAKA,,,23.0,,,28.0,,,5.2,,,7.0,,,6.7,,,8.2,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,"Dissolved
Oxygen
(mg/ L)",,pH,,"Conductivity
(µmho/ Cm)",,"Bio-Chemical
Oxygen Demand
(mg/ L)",,"Nitrate
(mg/ L)",,"Faecal Coliform
(MPN/ 100 mL)",,,,"Total Coliform
(MPN/ 100 mL)",,,,,
,,,,,,,> 5.0 mg/ L,,6.5 - 8.5,,,,< 3.0 mg/ L,,,,,"< 2500 MPN/ 100
mL",,,,,,,,
,,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,,Max,,Min,Max,,,,
3573,,D/S OF,,KARNATAKA,17.0,28.0,6.0,7.4,6.8,8.2,58,200,1.0,2.0,0.05,0.84,60,,170,,310,940,,,,
,,KUSHALANAGAR,,,,,,,,,,,,,,,,,,,,,,,,
,,TOWN,,,,,,,,,,,,,,,,,,,,,,,,
3574,,WATER SUPPLY,,KARNATAKA,17.0,21.0,6.2,7.4,6.6,8.5,30,72,1.0,2.4,0.02,0.50,40,,140,,270,470,,,,
,,INTAKE POINT TO,,,,,,,,,,,,,,,,,,,,,,,,
,,MADIKERI TOWN,,,,,,,,,,,,,,,,,,,,,,,,
2774,,CAUVERY AT,,KARNATAKA,24.0,26.0,4.6,7.1,7.0,8.3,118,346,1.0,2.9,0.11,1.10,130,,460,,940,1500,,,,
,,"RANGANATHITTU,",,,,,,,,,,,,,,,,,,,,,,,,
,,KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,
3576,,WATER SUPPLY,,KARNATAKA,19.0,30.0,6.1,7.3,7.1,8.5,128,320,1.0,2.0,0.08,0.80,92,,270,,790,1300,,,,
,,INTAKE POINT TO,,,,,,,,,,,,,,,,,,,,,,,,
,,MYSORE PUMP,,,,,,,,,,,,,,,,,,,,,,,,
,,HOUSE,,,,,,,,,,,,,,,,,,,,,,,,
4099,,CAUVERY RIVER D/S,,KARNATAKA,24.0,32.0,7.0,7.2,7.3,8.1,122,378,1.0,1.1,0.10,0.96,92,,210,,630,940,,,,
,,"BARACHUKI FALLS,",,,,,,,,,,,,,,,,,,,,,,,,
,,"SATHEGALA, KOLL",,,,,,,,,,,,,,,,,,,,,,,,
4102,,D/S OF CAUVERY AT,,KARNATAKA,17.0,20.0,6.9,7.3,6.4,7.6,40,98,1.0,1.4,0.04,0.50,20,,93,,210,480,,,,
,,BHAGAMANDALA,,,,,,,,,,,,,,,,,,,,,,,,
,,BRIDGE,,,,,,,,,,,,,,,,,,,,,,,,
4103,,D/S OF CAUVERY AT,,KARNATAKA,20.0,23.0,6.9,7.3,6.6,7.8,74,180,1.0,1.5,0.10,0.90,37,,82,,240,330,,,,
,,KANIVE,,,,,,,,,,,,,,,,,,,,,,,,
,,RAMALINGESWARA,,,,,,,,,,,,,,,,,,,,,,,,
,,TEMPLE BRI,,,,,,,,,,,,,,,,,,,,,,,,
4109,,CAUVERY RIVER,,KARNATAKA,24.0,27.0,5.9,9.5,6.5,8.1,280,1223,2.0,3.0,0.40,7.00,21,,1100,,350,9200,,,,
,,BEFORE,,,,,,,,,,,,,,,,,,,,,,,,
,,CONFLUENCE AT,,,,,,,,,,,,,,,,,,,,,,,,
,,SANGAM,,,,,,,,,,,,,,,,,,,,,,,,
3578,,D/S OF CAUVERY,,KARNATAKA,24.0,26.0,5.4,7.3,7.1,8.3,118,872,1.0,3.0,0.10,1.40,120,,390,,840,1500,,,,
,,MADDUR WATER,,,,,,,,,,,,,,,,,,,,,,,,
,,SUPPLY TREATMENT,,,,,,,,,,,,,,,,,,,,,,,,
,,PLANT,,,,,,,,,,,,,,,,,,,,,,,,
3579,,WATER SUPPLY,,KARNATAKA,23.0,30.0,5.6,7.1,7.0,8.5,136,422,1.0,2.7,0.10,1.09,130,,380,,940,1500,,,,
,,INTAKE POINT AT,,,,,,,,,,,,,,,,,,,,,,,,
,,KOLLEGALA,,,,,,,,,,,,,,,,,,,,,,,,
,,DASANAPURA,,,,,,,,,,,,,,,,,,,,,,,,
3581,,WATER SUPPLY,,KARNATAKA,24.0,26.0,5.5,7.3,7.1,8.4,142,742,1.0,2.9,0.14,1.10,110,,430,,940,1500,,,,
,,INTAKE POINT AT T,,,,,,,,,,,,,,,,,,,,,,,,
